# Stage.2-Hour Stage@TWY-DSI-R2.20170428.csv generated at 2018-03-01 07:47:03 (UTC-05:00) by AQUARIUS 17.3.207.0
# 
# Time series identifier: Stage.2-Hour Stage@TWY-DSI-R2
# Location: Tretheway Creek Downstream of the Intake
# UTC offset: (UTC-08:00)
# Value units: m
# Value parameter: Stage
# Interpolation type: Preceding Constant
# Time series type: Derived
# 
# Export options: Corrected signal from 2017-04-28T22:00:00Z to 2017-12-30T22:00:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC, Timestamp (UTC-08:00), Value, Approval Level, Grade, Qualifiers
2017-05-15T14:00:00Z, 2017-05-15 06:00:00.000, 252.9485894505, Working, 41, 
2017-05-15T16:00:00Z, 2017-05-15 08:00:00.000, 252.946439426361, Working, 41, 
2017-05-15T18:00:00Z, 2017-05-15 10:00:00.000, 252.940847735555, Working, 41, 
2017-05-15T20:00:00Z, 2017-05-15 12:00:00.000, 252.937147711416, Working, 41, 
2017-05-15T22:00:00Z, 2017-05-15 14:00:00.000, 252.93533102061, Working, 41, 
2017-05-16T00:00:00Z, 2017-05-15 16:00:00.000, 252.935605996472, Working, 41, 
2017-05-16T02:00:00Z, 2017-05-15 18:00:00.000, 252.935839305666, Working, 41, 
2017-05-16T04:00:00Z, 2017-05-15 20:00:00.000, 252.93292261486, Working, 41, 
2017-05-16T06:00:00Z, 2017-05-15 22:00:00.000, 252.929514257388, Working, 41, 
2017-05-16T08:00:00Z, 2017-05-16 00:00:00.000, 252.925122566582, Working, 41, 
2017-05-16T10:00:00Z, 2017-05-16 02:00:00.000, 252.916955875777, Working, 41, 
2017-05-16T12:00:00Z, 2017-05-16 04:00:00.000, 252.911464184971, Working, 41, 
2017-05-16T14:00:00Z, 2017-05-16 06:00:00.000, 252.916022494165, Working, 41, 
2017-05-16T16:00:00Z, 2017-05-16 08:00:00.000, 252.92140580336, Working, 41, 
2017-05-16T18:00:00Z, 2017-05-16 10:00:00.000, 252.909455779221, Working, 41, 
2017-05-16T20:00:00Z, 2017-05-16 12:00:00.000, 252.896514088415, Working, 41, 
2017-05-16T22:00:00Z, 2017-05-16 14:00:00.000, 252.88504739761, Working, 41, 
2017-05-17T00:00:00Z, 2017-05-16 16:00:00.000, 252.876014040137, Working, 41, 
2017-05-17T02:00:00Z, 2017-05-16 18:00:00.000, 252.869255682665, Working, 41, 
2017-05-17T04:00:00Z, 2017-05-16 20:00:00.000, 252.864097325193, Working, 41, 
2017-05-17T06:00:00Z, 2017-05-16 22:00:00.000, 252.861280634387, Working, 41, 
2017-05-17T08:00:00Z, 2017-05-17 00:00:00.000, 252.855155610248, Working, 41, 
2017-05-17T10:00:00Z, 2017-05-17 02:00:00.000, 252.846330586109, Working, 41, 
2017-05-17T12:00:00Z, 2017-05-17 04:00:00.000, 252.836422228637, Working, 41, 
2017-05-17T14:00:00Z, 2017-05-17 06:00:00.000, 252.826180537831, Working, 41, 
2017-05-17T16:00:00Z, 2017-05-17 08:00:00.000, 252.815247180359, Working, 41, 
2017-05-17T18:00:00Z, 2017-05-17 10:00:00.000, 252.804238822887, Working, 41, 
2017-05-17T20:00:00Z, 2017-05-17 12:00:00.000, 252.792480465414, Working, 41, 
2017-05-17T22:00:00Z, 2017-05-17 14:00:00.000, 252.781555441275, Working, 41, 
2017-05-18T00:00:00Z, 2017-05-17 16:00:00.000, 252.775080417136, Working, 41, 
2017-05-18T02:00:00Z, 2017-05-17 18:00:00.000, 252.779680392997, Working, 41, 
2017-05-18T04:00:00Z, 2017-05-17 20:00:00.000, 252.797647035525, Working, 41, 
2017-05-18T06:00:00Z, 2017-05-17 22:00:00.000, 252.821847011386, Working, 41, 
2017-05-18T08:00:00Z, 2017-05-18 00:00:00.000, 252.846638653914, Working, 41, 
2017-05-18T10:00:00Z, 2017-05-18 02:00:00.000, 252.866271963108, Working, 41, 
2017-05-18T12:00:00Z, 2017-05-18 04:00:00.000, 252.877938605636, Working, 41, 
2017-05-18T14:00:00Z, 2017-05-18 06:00:00.000, 252.882563581497, Working, 41, 
2017-05-18T16:00:00Z, 2017-05-18 08:00:00.000, 252.882421890691, Working, 41, 
2017-05-18T18:00:00Z, 2017-05-18 10:00:00.000, 252.878563533219, Working, 41, 
2017-05-18T20:00:00Z, 2017-05-18 12:00:00.000, 252.87446350908, Working, 41, 
2017-05-18T22:00:00Z, 2017-05-18 14:00:00.000, 252.871655151608, Working, 41, 
2017-05-19T00:00:00Z, 2017-05-18 16:00:00.000, 252.874146794135, Working, 41, 
2017-05-19T02:00:00Z, 2017-05-18 18:00:00.000, 252.894413436663, Working, 41, 
2017-05-19T04:00:00Z, 2017-05-18 20:00:00.000, 252.939163412524, Working, 41, 
2017-05-19T06:00:00Z, 2017-05-18 22:00:00.000, 252.993338388385, Working, 41, 
2017-05-19T08:00:00Z, 2017-05-19 00:00:00.000, 253.034480030913, Working, 41, 
2017-05-19T10:00:00Z, 2017-05-19 02:00:00.000, 253.054338340107, Working, 41, 
2017-05-19T12:00:00Z, 2017-05-19 04:00:00.000, 253.060388315968, Working, 41, 
2017-05-19T14:00:00Z, 2017-05-19 06:00:00.000, 253.057421625163, Working, 41, 
2017-05-19T16:00:00Z, 2017-05-19 08:00:00.000, 253.049579934357, Working, 41, 
2017-05-19T18:00:00Z, 2017-05-19 10:00:00.000, 253.037013243551, Working, 41, 
2017-05-19T20:00:00Z, 2017-05-19 12:00:00.000, 253.024638219413, Working, 41, 
2017-05-19T22:00:00Z, 2017-05-19 14:00:00.000, 253.01385486194, Working, 41, 
2017-05-20T00:00:00Z, 2017-05-19 16:00:00.000, 253.009046504468, Working, 41, 
2017-05-20T02:00:00Z, 2017-05-19 18:00:00.000, 253.017088146996, Working, 41, 
2017-05-20T04:00:00Z, 2017-05-19 20:00:00.000, 253.035604789523, Working, 41, 
2017-05-20T06:00:00Z, 2017-05-19 22:00:00.000, 253.059388098718, Working, 41, 
2017-05-20T08:00:00Z, 2017-05-20 00:00:00.000, 253.083271407912, Working, 41, 
2017-05-20T10:00:00Z, 2017-05-20 02:00:00.000, 253.099904717106, Working, 41, 
2017-05-20T12:00:00Z, 2017-05-20 04:00:00.000, 253.110646359634, Working, 41, 
2017-05-20T14:00:00Z, 2017-05-20 06:00:00.000, 253.112821335495, Working, 41, 
2017-05-20T16:00:00Z, 2017-05-20 08:00:00.000, 253.109312978023, Working, 41, 
2017-05-20T18:00:00Z, 2017-05-20 10:00:00.000, 253.103046287217, Working, 41, 
2017-05-20T20:00:00Z, 2017-05-20 12:00:00.000, 253.094346263078, Working, 41, 
2017-05-20T22:00:00Z, 2017-05-20 14:00:00.000, 253.097004572273, Working, 41, 
2017-05-21T00:00:00Z, 2017-05-20 16:00:00.000, 253.120304548134, Working, 41, 
2017-05-21T02:00:00Z, 2017-05-20 18:00:00.000, 253.169962857328, Working, 41, 
2017-05-21T04:00:00Z, 2017-05-20 20:00:00.000, 253.236104499856, Working, 41, 
2017-05-21T06:00:00Z, 2017-05-20 22:00:00.000, 253.310471142383, Working, 41, 
2017-05-21T08:00:00Z, 2017-05-21 00:00:00.000, 253.358571118244, Working, 41, 
2017-05-21T10:00:00Z, 2017-05-21 02:00:00.000, 253.372354427439, Working, 41, 
2017-05-21T12:00:00Z, 2017-05-21 04:00:00.000, 253.3639794033, Working, 41, 
2017-05-21T14:00:00Z, 2017-05-21 06:00:00.000, 253.345362712494, Working, 41, 
2017-05-21T16:00:00Z, 2017-05-21 08:00:00.000, 253.323604355022, Working, 41, 
2017-05-21T18:00:00Z, 2017-05-21 10:00:00.000, 253.301504330883, Working, 41, 
2017-05-21T20:00:00Z, 2017-05-21 12:00:00.000, 253.286745973411, Working, 41, 
2017-05-21T22:00:00Z, 2017-05-21 14:00:00.000, 253.285962615938, Working, 41, 
2017-05-22T00:00:00Z, 2017-05-21 16:00:00.000, 253.316270925133, Working, 41, 
2017-05-22T02:00:00Z, 2017-05-21 18:00:00.000, 253.376129234327, Working, 41, 
2017-05-22T04:00:00Z, 2017-05-21 20:00:00.000, 253.444795876855, Working, 41, 
2017-05-22T06:00:00Z, 2017-05-21 22:00:00.000, 253.493287519383, Working, 41, 
2017-05-22T08:00:00Z, 2017-05-22 00:00:00.000, 253.515112495244, Working, 41, 
2017-05-22T10:00:00Z, 2017-05-22 02:00:00.000, 253.508487471105, Working, 41, 
2017-05-22T12:00:00Z, 2017-05-22 04:00:00.000, 253.489370780299, Working, 41, 
2017-05-22T14:00:00Z, 2017-05-22 06:00:00.000, 253.462879089493, Working, 41, 
